name,time,tweet
Jguillengarcia,Fri Sep 07 09:47:54 +0000 2018,Ask yourself if it’s crazy enough! #justdoit https://t.co/ZcvxyetiJ3
_moses_chacha,Fri Sep 07 09:47:53 +0000 2018,@ItsBravin Just do it #JustDoIt
olu_layo,Fri Sep 07 09:47:34 +0000 2018,@DONJAZZY Bro just do it today coz tomorrow maybe too late #JUSTDOIT
BELLAblogging,Fri Sep 07 09:47:10 +0000 2018,"Great point on Nike - Dream Crazy ad. 

What should brands be looking at to use Nike’s execution as an opportunity to inform their own digital strategies?

#Nike #justdoit https://t.co/GhGACnxkb9"
YahooSportsUS,Fri Sep 07 09:46:57 +0000 2018,"Colin Kaepernick is the new face of Nike's 30th anniversary ""Just Do It"" campaign. On Wednesday, Kaepernick tweeted out the Nike advertisement video with the caption ""Believe in something. Even if it means sacrificing everything. #JustDoIt"" The video
 https://t.co/IvqEV8VMHJ https://t.co/liYTBQU5Hi"
wilkinsfadhili,Fri Sep 07 09:46:41 +0000 2018,Had to get the 📖 #manbehindbrands  #nike #justdoit✔️ #kaepernick #Ad #branding https://t.co/v5Wl56rdy8
mcebisco,Fri Sep 07 09:45:55 +0000 2018,Boko Haram: Several killed as Nigerian Airforce bombs insurgents’ base #USOpen18 #UEFANationsLeague #MayansMC #MayansFX #JustDoIt #MeetsMediaDMT #AMForbidden #AMAjoche #GERFRA #NFLKickoff #hennessyvsclass2018 #FlyEagelsFly https://t.co/TIEM5aFfa5
TheeNickTucker,Fri Sep 07 09:45:25 +0000 2018,"Morning Inspiration from The Waterboy #JustDoIt 💯👌🏾 @ Glendale, California https://t.co/l6REbZ0xcj"
4StatesRights,Fri Sep 07 09:45:18 +0000 2018,#BoycottNike I guess I should have seen it earlier. Child labor violation anti-American. So many other shoes and apparel. #JustDoIt but something else. https://t.co/b2R0cV7KGd
BxDudeQB33,Fri Sep 07 09:45:01 +0000 2018,"@kmo324 @amysuefromnc @batemanjason Some of you guys take this social media thing too seriously.  You follow a person because you're a fan of his work.  ""But don't share your views or I'll unfollow you and not support your work anymore.  Blah, blah, blah, git 'er done."" Don't threaten. #JustDoIt"
illusionistChai,Fri Sep 07 09:43:57 +0000 2018,"Solitude is a luxury that only few can afford. 

Thank u Gulzar Sahab for this one, I can only repay you with a tear of happiness! 

Bas Chalte Jaana. #JustDoIt #Music #Urdu #MusafirHoonYaaron 

https://t.co/tUFLFXh7yM"
GebisaL,Fri Sep 07 09:42:49 +0000 2018,@Nike @metcalfemary11 It always seems impossible until it is done - Nelson Mandela #justdoit https://t.co/x8ClwkIUTF
wesley_jordan,Fri Sep 07 09:42:31 +0000 2018,"Our body is to our spirit what a car is to our body. It's just a vehicle that gets us from point A to point B. Life to Death.

I don't care what car you drive &amp; I don't care what body you're wearing. I ♥️ you for who you are.

That's why I #TakeAKnee.

#JustDoIt
#ImWithKaep https://t.co/q1yUI6Qv8x"
lucicaradu,Fri Sep 07 09:42:08 +0000 2018,"""Don't ask if your dreams are crazy. Ask if they are crazy enough."" #justDoIt #Nike https://t.co/XBNWUH0NUl"
mcebisco,Fri Sep 07 09:41:54 +0000 2018,"Dino Melaye, Abuja residents raise alarm over earth tremor #USOpen18 #UEFANationsLeague #MayansMC #MayansFX #JustDoIt #MeetsMediaDMT #AMForbidden #AMAjoche #GERFRA #NFLKickoff #hennessyvsclass2018 #FlyEagelsFly https://t.co/T2yVxxO7LL"
BrianJustSaying,Fri Sep 07 09:41:47 +0000 2018,For those burning their Nike stuff. Please don’t have kids. Thanks! #JustDoIt #Nike #BoycottNFL
nathanpatel,Fri Sep 07 09:41:40 +0000 2018,"@Popehat Believe in something Mr. Popehat, even if it feels like no one is listening. #justdoit"
mttw_page,Fri Sep 07 09:41:31 +0000 2018,"Representatives of #MushinToTheWorld are present at the on going @SocialGoodLagos event tagged - #BridgingTheGap #2030Now. 

Join by following the hash tag - 

#SocialGoodLagos 
#BridgeTheGap 
#2030Now
#MushinToTheWorld
#JustDoIt https://t.co/9DyBKwYxdx"
tesstyle_gh,Fri Sep 07 09:41:04 +0000 2018,How about this 🤫 #JustDoIt ❤️ https://t.co/BwqR5wRtJN
Kwietstorme,Fri Sep 07 09:40:22 +0000 2018,"#Repost @lotrgeekgirl1 (get_repost)
・・・
🤣🤣🤣🤣🤣🤣🤣🤣 #americasteam #justdoit https://t.co/tSU2DM7Pxv"
LiamPetersen,Fri Sep 07 09:40:19 +0000 2018,Believe in something. Even if it means sacrificing everything. #JustDoIt https://t.co/vM7AkwQIBZ
Marion1776Rocks,Fri Sep 07 09:40:14 +0000 2018,@CBSNews This veteran shopping for Nike’s this weekend #JustDoIt ❤️🇺🇸💙
hayurbami,Fri Sep 07 09:39:58 +0000 2018,Shoot your shot even if it requires you getting a dirty Slap or been fired. #JustDoIt
theweath,Fri Sep 07 09:39:45 +0000 2018,"@HillaryClinton Yes, please call the Senate switchboard 202-224-3121 and ask why a secretary of state can get away with saying she's just too stupid to handle email and then can run for president and STILL be on twitter. This fight isn't over until we #LockHerUp #justdoit #WalkAway"
DeniseGundelfi1,Fri Sep 07 09:39:39 +0000 2018,@ABC Hmm... makes me want to buy a bunch of Nike gear. #JustDoit
RealTamaRe,Fri Sep 07 09:39:37 +0000 2018,"Have you heard ‘OverDrive Pt 3  Prod Rounboi x Krimmi’ by @RealTamaRe on #SoundCloud? #np https://t.co/P7MOZ6RDfs
#trap #mixtape #newMusicFriday #justdoit #bars #fresh #flows #goodmorning"
TenitanInc,Fri Sep 07 09:39:31 +0000 2018,"Representatives of #MushinToTheWorld are present at the on going @SocialGoodLagos event tagged - #BridgingTheGap #2030Now. 

Join by following the hash tag - 

#SocialGoodLagos 
#BridgeTheGap 
#2030Now
#MushinToTheWorld
#JustDoIt https://t.co/zfB2AO99Zo"
mcebisco,Fri Sep 07 09:39:21 +0000 2018,We’ve all been feeling earth tremor in Abuja – Saraki #USOpen18 #UEFANationsLeague #MayansMC #MayansFX #JustDoIt #MeetsMediaDMT #AMForbidden #AMAjoche #GERFRA #NFLKickoff #hennessyvsclass2018 #FlyEagelsFly https://t.co/VfGrUvxT1T
LittleGreyRab,Fri Sep 07 09:38:48 +0000 2018,@Nike doubling down and putting more money where there mouths are. I am feeling proper proper LOVE for them and the whole #JustDoIt campaign.  ❤️❤️❤️❤️❤️ https://t.co/i8KLYGoFPX
greenhub_kenya,Fri Sep 07 09:38:42 +0000 2018,"Just green it.

 #justdoit #renewables #climatechange https://t.co/stqIrkixRi"
BrianJustSaying,Fri Sep 07 09:38:38 +0000 2018,"I would suck @realDonaldTrump’s dick if it meant he would resign. You’re welcome, America. #America #FuckTrump #JustDoIt #IStandwithBooker"
KarmenMoxie,Fri Sep 07 09:38:36 +0000 2018,A stronger Voice in Seven Days https://t.co/KAf9j8HkpC ❤️ #singers #singersongwriter #music #vocalist #KarmenMoxie #LiveMusic #VocalCoach #VocalWarmups #BoycottNike #Nike #JustDoIt #CardiB #Beyoncé #LearnHowToSing #KendrickLamar #BurtReynolds https://t.co/REKXtqSX7P
Martinn_King,Fri Sep 07 09:38:35 +0000 2018,"""Everyone sees the unseen in proportion to the clarity of their heart"". -Rumi #quote #justdoit #morningrush
#leadership #strategy #vision"
koflexceo,Fri Sep 07 09:38:00 +0000 2018,"“Know stuff” 😊
.
.
.
.
.
#koflex #fitdoc #blogger #trainhard #playhard #eatclean #bereal #sculptyourmasterpiece #justdoit #cliniplexrx #koflexsports #natural #koflexnutrition… https://t.co/jGxrNTPKDw"
iamGenieELStarz,Fri Sep 07 09:37:48 +0000 2018,"ALWAYS, ALL THE TIME, ALL DAY
#justdoit #justdoit✔ #twitter #Memes #creative #music #allday https://t.co/FmVsoAZ2N0"
GScarves,Fri Sep 07 09:36:40 +0000 2018,"YOU HAVE TO LET THEM KNOW 
#JustDoIt #JustDoIt #scarfshop #scarfseason #scarves #fashion #fashionph #trendy #colours #depop #depopuk #online #onlineshopping #onlinestore #onlineshop #onlineboutique https://t.co/jiuVTRcXD5"
amalization_,Fri Sep 07 09:36:16 +0000 2018,"Believe in something, even if it means sacrificing everything. #JustDoIt https://t.co/L3WSn2A1ov"
KingAkinwande,Fri Sep 07 09:34:29 +0000 2018,"@nwaegbe_nkem @jllgraham @Nike Just negodu
Na their way be that.
Hold on to your own believe #justdoit"
biswajitroy181,Fri Sep 07 09:33:41 +0000 2018,"Viral video promotion
Link: https://t.co/b5qIZaTMww

#GOT7 #PresentYOU #갓세븐 #Lullaby #ArijitSingh #QueenRadio #womensday #raazivsstree #entrepreneur #YouTube #IndianIdol #OutlawKing #PresentYOU #ArifAlvi #SpiderManPS4 #DishaPatani #Fortnite #FridayFeeling #JustDoIt #Love"
mecca72,Fri Sep 07 09:33:30 +0000 2018,"Now conservatives care about outsourcing jobs and sweatshops. The caucasity of it all. 
#Nike 
#JustDoIt https://t.co/AwtfVZ1F0W"
chlomoun,Fri Sep 07 09:33:29 +0000 2018,"@Nike you’re perfect 🙏 
#justdoit #justdoitsafely https://t.co/b6O63ZPSl9"
wardscrossing,Fri Sep 07 09:33:23 +0000 2018,"I haven’t bought anything by @Nike since 2012 - that’s when they last owned @colehaan BUT definitely buying some this week.  “Believe in something, even if it means sacrificing everything.” @Kaepernick7 @kapsi1911 #JustDoIt"
AyuenSamuel,Fri Sep 07 09:33:11 +0000 2018,"Living all your life trying to comfort others will absolutely cost you in the end.Act.

#JustDoIt"
Mr_khenny,Fri Sep 07 09:31:45 +0000 2018,"It's only Crazy untill you do it

#JustDoIt"
theweath,Fri Sep 07 09:31:18 +0000 2018,"@kzevans1124 @MattForMontana #projection is all democrats have to offer
#walkaway
#justdoit"
LarryACrawford,Fri Sep 07 09:30:57 +0000 2018,#justdowhathesays #justdoit #obedience #obedienceproducesblessings #openarms #youmatterhere #lincoln @ Open Arms Christian Fellowship https://t.co/1CiEDdLxwj
MommaTL,Fri Sep 07 09:30:47 +0000 2018,"Good Morning Twitter Family!!! I hope that today and every day till Nov. 6,2018 you don't #JustDoIt You actually #BringItOn #VoteBlue2018 #VoteTheGOPOut Women STAND up and VOTE we are nothing of value to them. #TheyDoNotCare"
mcebisco,Fri Sep 07 09:30:35 +0000 2018,Why earth tremor occurred in Abuja – FEMA #USOpen18 #UEFANationsLeague #MayansMC #MayansFX #JustDoIt #MeetsMediaDMT #AMForbidden #AMAjoche #GERFRA #NFLKickoff #hennessyvsclass2018 #FlyEagelsFly https://t.co/yplHCw1vtg
EsperanzaCyber1,Fri Sep 07 09:29:19 +0000 2018,"Don’t ask if your dreams are crazy. Ask if they’re crazy enough.” What”s your dream @EsperanzaCyber1 student? How can we help you reach it?
#JustDoIt"
ballislifenz,Fri Sep 07 09:28:54 +0000 2018,"#ballislifenz #justdoit link in bio

Auckland city’s first monthly street basketball tournament. Friendly, Competitive, Mixed League, R16. 
___
First to 21 points, Eight teams of 3 will… https://t.co/awgOoySsBn"
WakandanAcad,Fri Sep 07 09:28:37 +0000 2018,She will be ku airport around 12:30 today. Would be amazing if you could surprise her with the tour...lol #JustDoIt
Mazzaphrenia,Fri Sep 07 09:28:33 +0000 2018,@madmanchap Think big #JustDoIt
donnafstelling,Fri Sep 07 09:28:29 +0000 2018,"#Nike presents ""Da Da Ding"" (2016) by French Director Francois Rousselet.

“Sport in India has a massive image problem, particularly for women. What we set out to do is give it a complete makeover by making it cool, accessible and fun.""  

#JustDoIt #India https://t.co/UJsWFAJrKc"
BobIsPerfect,Fri Sep 07 09:28:08 +0000 2018,#JustDoIt even if it means killing yourself inasmuch you don't die
carobeitz,Fri Sep 07 09:27:35 +0000 2018,“Don’t ask if your dreams are crazy. Ask if they’re crazy enough.” What”s your dream?  #Kapernick #JustDoIt #TakeAKnee
omarmedrano,Fri Sep 07 09:27:06 +0000 2018,“I always handed things over to other people. Now I am the master of my own life.” #JustDoIt @DavidArchie @FODFansofDavid @DavidUniverse @LaisaNicoleB https://t.co/u0tKPRt8yJ
Keithblackwaves,Fri Sep 07 09:27:05 +0000 2018,"“Snort lines and fuck dimes”
- Charlie Sheen. #justdoit"
3beamdream,Fri Sep 07 09:26:17 +0000 2018,ELON MUSK FACING THIS BLUNT WHILE SIPPIN WHISKEY GOT ME POURING &amp; TWISTING WHILST DRAWING ROCKETS.. FUCK IT #JUSTDOIT @nike @Tesla https://t.co/R0K89QTTo8
1nclusionRider,Fri Sep 07 09:25:41 +0000 2018,Perfect. 😂 #justdoit #TakeAKnee https://t.co/THJwhzxhz1
beez_media,Fri Sep 07 09:25:35 +0000 2018,"🎙🎙Abeokuta Get ready @mrreal_legbegbe
 is bringing the fire to the Gateway City for Laffmattazz Loud in abeokuta (Oct 1, 2018) you don't wanna be Told  

Check flyer for more details 

#laffmattazz
#laffmattazzabeokuta2018 

Cc:@gbengaadeyinka
#JustDoIt https://t.co/71ERG0ia9I"
RachelisWINNING,Fri Sep 07 09:25:18 +0000 2018,"I SUPPORT @Kaepernick7 
HE IS A TRUE #PATRIOT. TAKE NOTE, LISTEN &amp; EDUCATE YOURSELF. 
#GoodTrouble #resist #nike #StopKavanaugh #IStandWithKap #JustDoIt #protest #courage https://t.co/r1BlKOLngu"
vahnikana7,Fri Sep 07 09:25:18 +0000 2018,The ad that caused bonfires. #Nike #ColinKaepernick #JustDoIt #Respect https://t.co/LJjb0gDo5b
moose_astill,Fri Sep 07 09:24:05 +0000 2018,"Thought about the Nike - Kaepernick issue and decided this: It’s Brilliant. The words on the ad are true. His career is shot cause he stood up for what he believed in. Nike is a global brand, CK is a US personality. The shoe burners ain’t gonna hurt @Nike #JustDoIt"
mcebisco,Fri Sep 07 09:23:34 +0000 2018,I don’t owe my success to BBN — Bisola #USOpen18 #UEFANationsLeague #MayansMC #MayansFX #JustDoIt #MeetsMediaDMT #DigitalMediaTalk #ThrowbackThursday #AMForbidden #AMAjoche #GERFRA #NFLKickoff #hennessyvsclass2018 #FlyEagelsFly https://t.co/4w2WghSaNM
TheLadyKara,Fri Sep 07 09:22:43 +0000 2018,"Thank you @nike for standing up for what's right. It means a lot.
#Khaleesi💜
#justdoit #serena #kaepernick #civilrights #equalopportunities #humanrights #yeswecantoo #nike #brand… https://t.co/2umcQiDEw9"
HesherMedia,Fri Sep 07 09:22:36 +0000 2018,Just wrapped another fun #BoilerRoom #livestream #radioshow and the #podcast is ready for download so #JustDoIt - here is the show page https://t.co/hEMM2kX3MB - Big thanks to @Jay_D007 @Spore3327 @infidel_pharaoh and R.I.(Twitter).P @RandyFromACR for joining the show.
rockstarcat_,Fri Sep 07 09:22:31 +0000 2018,"#justdoit 

Except I feel bad about this one https://t.co/N1zxo9jp3F"
JANeto72,Fri Sep 07 09:22:03 +0000 2018,"Happy Friday and weekend to all. 

#Repost @kaepernick7
・・・
Believe in something, even if it means sacrificing everything. #JustDoIt
@nike 

#makethebestofyour @The_Culthouse #theculthouseuk https://t.co/VqE9rqWWYr"
REALjmkariuki,Fri Sep 07 09:21:57 +0000 2018,"We might get overlooked 😁 but short guys we can achieve as much as the regular height guys

#believeinsomething #justdoit✔️ #memelord #memes #memesdaily #kevinhart #kevinhartmeme @… https://t.co/zxlVD7fEqh"
Skywalker_001,Fri Sep 07 09:21:35 +0000 2018,"Deepak, you’re dumb and/or dangerous. Delete your account and hit the reset button on your life. #justdoit https://t.co/tkKYC0zA1D"
BigShaw1,Fri Sep 07 09:20:53 +0000 2018,"Absolutely incredible @Nike - killed it again. Tingles #JustDoIt 

https://t.co/UNRwQvXaVO"
donk_eric,Fri Sep 07 09:20:01 +0000 2018,"@Nike  ....We are looking for a sponsor for the show! 

#JustDoIt https://t.co/UXBBYFgcOw"
RajRomeo,Fri Sep 07 09:19:34 +0000 2018,I got new rules... #JustDoIt ✔️ https://t.co/9TZ67tywxr
Smile_Business,Fri Sep 07 09:19:32 +0000 2018,"Great listening on @sheffieldlive this morning.  Love @StevePipe’s heart for the #world and #business.  Fab interview @jamieveitch! 
‘What have you done today to make you feel proud'?
#Smiles #MakeADifference #JustDoIt 😃 https://t.co/ReRzHqKzNA"
SylethOfficial,Fri Sep 07 09:19:24 +0000 2018,I'm speechless! This Ad is incredible! https://t.co/5nMVzmtnhY  ❤️⭐️👟 @Nike @Kaepernick7 #Nike #JustDoIt #ColinKaepernick
sheLLbeLL_xo,Fri Sep 07 09:19:18 +0000 2018,"Believe in expertise. Even if I’m right &amp; you’re wrong.
#JustDoIt  @RadioFreeTom https://t.co/rZLFAqHi75"
donnafstelling,Fri Sep 07 09:19:05 +0000 2018,"#Nike presents ""Juntas Imparables"" (Together Unstoppable) by Australian Director Tim Noakes. Featuring cameos by leading Mexican athletes, the film inspires other women to use the power of #sport to overcome any obstacle. @NikeMexico🇲🇽

#JustDoIt #Mexico https://t.co/RCqgkUlKsL"
Tinkokomarket,Fri Sep 07 09:19:00 +0000 2018,"The biggest online Agro Market in Nigeria
Advertise your Agro Products and services on Tinkoko Market
#Agriculture #tinkoko #farmers #farming #tinkokomarket #food #TGIF #naijafoods #NP #abuja #lagos #JustDoIt #lekkiwives #abujamums #foodie #Repost
#foodie #foodporn #vegetables https://t.co/pMn1QMrj00"
kgalikgahli,Fri Sep 07 09:18:58 +0000 2018,"Y’all are ridonc. Nike has trademarked #justdoit but Casper can’t trademark #fillup ??? Just be honest, y’all don’t ever want to see black people doing well. And when I say “y’all” I mean black people."
tru_ras_tafari,Fri Sep 07 09:17:01 +0000 2018,"It’s hard to make someone your focus when “making someone your focus” has been the reason for all your downfalls 

#JustDoIt"
paramorefan82,Fri Sep 07 09:16:40 +0000 2018,LMMAAAAOOO. IM SCREAMING. GET SAVED. #JUSTDOIT https://t.co/pf8zg12SK4
YahooSportsUS,Fri Sep 07 09:16:16 +0000 2018,"Colin Kaepernick is the new face of Nike's 30th anniversary ""Just Do It"" campaign. On Wednesday, Kaepernick tweeted out the Nike advertisement video with the caption ""Believe in something. Even if it means sacrificing everything. #JustDoIt"" The video
 https://t.co/IvqEV8VMHJ https://t.co/GqGgDmiUCw"
spoutsmith,Fri Sep 07 09:16:03 +0000 2018,"@POTUS Mitch is crazy. We go into the murky #swamp waters of #Midterms2018 without our wall? Ann's right. #JustDoIt ~ #BuildTheWallNow. Heck, we'll even help! 

So...approx. 50 million x $100 (min) = $5,000,000,000 (to start)! 👏#Patriots?😁 https://t.co/Xj0GrbnCNW"
Yat_Hashim,Fri Sep 07 09:15:28 +0000 2018,"i believe in myself even if it means sacrificing everything 😊 
#JustDoIt https://t.co/MGqlOlXegH"
aco_shuby,Fri Sep 07 09:13:56 +0000 2018,4th round of @PES_expert #premierleague is behind us...my favourite #crystalpalace is still in front..#JustDoIt  👊✌️😀⚽️🏆🎮 https://t.co/foFIplmYNR
sherylpattek,Fri Sep 07 09:13:02 +0000 2018,Nike’s Colin Kaepernick ad is on the right side of history–and business https://t.co/ugxo1hwbZA #JustDoIt
Duks_OG,Fri Sep 07 09:12:52 +0000 2018,😂😂😂😂😂 whoever that made this is  cray asf.   #JustDoIt  KanayoKaepernick https://t.co/Cgs9OAaPoa
Hankseph,Fri Sep 07 09:12:36 +0000 2018,@foxandfriends WWBD is the start of every freedom thought I have. Maybe start with the definition of liberty. #JustDoIt #SupportBlue #LegalizeFreedom
RaniaBenyezza,Fri Sep 07 09:12:36 +0000 2018,Don’t ask if your dreams are crazy. Ask if they’re crazy enough. #justdoit
_dotpigeon,Fri Sep 07 09:12:31 +0000 2018,"Just don't.

#art #artist #trump #nike #justdoit #JustDont https://t.co/K2TWrOyGpB"
Clair_christy79,Fri Sep 07 09:11:58 +0000 2018,@ellwilliams03 believe in you👊🏻👊🏻#DreamBig #NoLimits #BeTheBestYouCanBe #BeYou #JustDoIt 😘 https://t.co/zX54oeN7bd
neesahrasheed,Fri Sep 07 09:11:36 +0000 2018,@stlouiscatholic @Nike Well I guess you better start buying Sketchers I’ll buy three pairs to make up for what you aren’t buying #JustDoIt
JustThatGPkid,Fri Sep 07 09:11:20 +0000 2018,"Believe in something, even if it means sacrificing everything #JustDoIt"
CorrelationsLLC,Fri Sep 07 09:10:06 +0000 2018,Continuous improvement is better than delayed perfection.  #justdoit #workinprogress #liveandlearn https://t.co/wxrHM9LXgc
Just_Treat,Fri Sep 07 09:09:37 +0000 2018,"#JustDoIt #NikeAd
Never leave the table till the food is finished... momma taught me well https://t.co/Qxphh7gXum"
Za_414,Fri Sep 07 09:09:31 +0000 2018,The new @nike “u burn i buy” coming fall 2018 #JustBurnIt #JustDoIt #nike #uburnibuy https://t.co/HeLrz8uXZ1
RavenNowKap4evr,Fri Sep 07 09:09:29 +0000 2018,"@cazarespr @nessnitty @realDonaldTrump Yeah, that's more like it #ImWithKap #JustDoIt https://t.co/br3jsJMUTK"
adobomagazine,Fri Sep 07 09:07:53 +0000 2018,"American president Donald J. Trump​ has attacked Nike​ over its support of Colin Kaepernick​ as the first video advert featuring the former San Francisco 49ers​ quarterback was unveiled. #JustDoIt

https://t.co/ItV2sEYUw4"
MonteOzAfrica,Fri Sep 07 09:07:23 +0000 2018,South Africa Twitter is Wilding 🤣😂😂😂😂 #JustDoIt https://t.co/Glw0iEaGYt
Oladlite,Fri Sep 07 09:06:17 +0000 2018,Wizkid for Nike ✔✔ #JustDoIt 😁 https://t.co/xHbgbAN5ox
_beeduzzit,Fri Sep 07 09:04:46 +0000 2018,"I’m still very uneasy about the negative responses to Nike’s #JustDoIt campaign and negative responses to Colin Kaepernick overall. Anyone wanna share their opinions with me? Also any memes making fun of racists for being mad about it, those would be very much appreciated. 😊"
CryptoGoldAndy,Fri Sep 07 09:04:16 +0000 2018,"Focus on what's holding you together!
#JustDoIt https://t.co/Bj1BwvAUFn"
Aggars,Fri Sep 07 09:03:57 +0000 2018,"#Nike, you’ve done it again. Yes they were deliberately dramatic, but the results are there to be admired. ⁦@Kaepernick7⁩ may split opinion (and I’m with him), but the words certainly shouldn’t. #justdoit  https://t.co/4Shw4DWn8G"
LiTgod100,Fri Sep 07 09:01:31 +0000 2018,#WelcomeToAtlantaRemix #Kickoff2018  #ATLvsPHI  #JustDoIt #CollegeFootball #music #playlists #highschoolfootball #football #NIKEFOOTBALL #adidasfootball ⭐️stream and download N.F.L. Shuffle by #LiTgod Serious Lord  https://t.co/fuLawE84xX https://t.co/9dkufHg9bs
Country_Snowman,Fri Sep 07 09:01:31 +0000 2018,@Kaepernick7 @Nike I'm from The South and I stand with Colin Kaepernick. #ColinKaepernick #nike #justdoit https://t.co/dehejEpdVm https://t.co/IfF8GPaA74
DeJeffo,Fri Sep 07 09:01:19 +0000 2018,Welp #JustDoIt https://t.co/doLHpfw8Ne
marvin_chege10,Fri Sep 07 09:00:38 +0000 2018,"Created by yours truly 😂😂
#JustDoIt https://t.co/k4F4yNJbbp"
aidabakhkos33,Fri Sep 07 08:59:28 +0000 2018,Stand for something or fall for anything... #nike #justdoit #footlockerme #collinkaepernick #athletemotivation #basketballshoes #jumpman23 #jordan1 #nikeairmax #jordanshoes #newyorkcity… https://t.co/15vBuyt511
AfamahGreg,Fri Sep 07 08:59:26 +0000 2018,"Top 100 players on FIFA 19 Revealed by EA Sports #HennessyVSClass2018
#BurtReynolds
#UEFANationsLeague
#JustDoIt
#LoveThursday
#Serena
#Abuja
#Pogba
#EveryBeatingHeartCounts
#Nike https://t.co/EOFKX9LnAt https://t.co/CDYqGvvSQ6"
mokoenaph,Fri Sep 07 08:59:25 +0000 2018,"If you are also thinking of boycotting Nike and burning all of their stuff that you own, please consider donating them to a charity near you....let your bigotry pay off for someone in need...that much hate can’t go to waste 🤣🤣🤣🤣
#JustDoIt"
AzSev,Fri Sep 07 08:58:50 +0000 2018,"@itvnews Believe in something, even if it means sacrificing everything. #JustDoIt https://t.co/Hwm0Ox2dE7"
LiTgod100,Fri Sep 07 08:58:43 +0000 2018,🏈🏈🏈🏈 #Kickoff2018  #ATLvsPHI  #JustDoIt #CollegeFootball #music #playlists #highschoolfootball #football #NIKEFOOTBALL #adidasfootball ⭐️stream and download N.F.L. Shuffle by #LiTgod Serious Lord  https://t.co/fuLawE84xX https://t.co/xvToapHZdO
arifisalim,Fri Sep 07 08:58:39 +0000 2018,"Things that I dont understand:

1. The workings of the universe.
2. This Nike controversy.

#JustDoIt #Nike"
Specneedsmom4,Fri Sep 07 08:58:22 +0000 2018,"The hypocrisy of the #Magats is unbelievable, yet they will find some way to justify this, even though they’re bashing on @Kaepernick7 for silent protest that doesn’t disrespect anyone or anything.🙄  #JustDoIt #BelieveInSomething 

#FridayThoughts #Resistance #TheResistance https://t.co/kxFZJknv43"
LiTgod100,Fri Sep 07 08:58:22 +0000 2018,#Kickoff2018  #ATLvsPHI  #JustDoIt #CollegeFootball #music #playlists #highschoolfootball #football #NIKEFOOTBALL #adidasfootball ⭐️stream and download N.F.L. Shuffle by #LiTgod Serious Lord  https://t.co/fuLawE84xX https://t.co/vM6OtxRhLf
LiTgod100,Fri Sep 07 08:57:19 +0000 2018,#OnNow #Kickoff2018  #ATLvsPHI  #JustDoIt #CollegeFootball #music #playlists #highschoolfootball #football #NIKEFOOTBALL #adidasfootball ⭐️stream and download N.F.L. Shuffle by #LiTgod Serious Lord  https://t.co/fuLawE84xX https://t.co/iIzRlkV6ne
AriBargolani,Fri Sep 07 08:56:27 +0000 2018,@Kaepernick7 Child labor? #JustDoIt
ymarcil,Fri Sep 07 08:55:05 +0000 2018,"YEP!🙂SOUNDS ABOUT RIGHT.......😃🤪😂😂😂 #24HourFitness 🎵ADONAI (FEATURING CASTRO) #Sarkodie  (2AM) #NO EXCUSES! #Justdoit✔️ @ 24 Hour Fitness - Hollywood Super-Sport, CA https://t.co/RsvqhRSAE1"
S_Kagumbo,Fri Sep 07 08:54:28 +0000 2018,"Propose to her, even if you're not going to marry her. #JustDoIt"
ColeColors,Fri Sep 07 08:54:27 +0000 2018,Just Beauty. Rare open schedule on a Friday. Walk-ins and last minute appts are welcome today. I do support NIKE. #nike #nikeshoes #makeup #colinkaepernick #isupportnike #justdoit… https://t.co/08ovxD7G5X
ninimercedesc,Fri Sep 07 08:54:25 +0000 2018,"THAT moment when @Nike sales align w @itsMichaelJ sales 👀 bc the black community is the largest demographic consumer in the industry 🤪 maybe @Kaepernick7 needs a @Jumpman23 😎
#justdoit 💸 

sales slightly exaggerated 🙄😂"
DrDanEng,Fri Sep 07 08:52:30 +0000 2018,"Well played, @Nike, well played. #justdoit https://t.co/MBfFU6ONua"
Empre_Laykes,Fri Sep 07 08:52:03 +0000 2018,"If you read this in his voice and also laughed..
Red carpet to hell.... 

#justdoit https://t.co/2FQ3vL3IGI"
blessed_pison,Fri Sep 07 08:51:01 +0000 2018,"Naomi Osaka-Becomes the 1st Japanese woman to reach a Grand slam final in the open era. She faces Serena in the final of the US Open.
#JustDoIt 
#USOpen https://t.co/34PMnYCfxa"
iamalfabet4real,Fri Sep 07 08:50:46 +0000 2018,"Nothing come easy...
#justdoit"
kaikitson,Fri Sep 07 08:50:38 +0000 2018,Play middle line backer in the NFL #justdoit @Kaepernick7
rolandjkay,Fri Sep 07 08:49:46 +0000 2018,"Hey @Nike , if @JeetendrSehdev's excellent talk was the inspiration for your ad, you might have missed the point. Where is the authenticity in hiring someone who has made sacrifices as a brand ambassador? What have *you* sacrificed? What do *you* believe in? #Nike #JustDoIt"
hellobloc,Fri Sep 07 08:49:39 +0000 2018,"Nike - Dream Crazy https://t.co/YPm1H7u9xL via @YouTube
Are your dreams big enough, if so, what are you prepared to sacrifice to achieve them? #justdoit"
Johnblaze925,Fri Sep 07 08:49:31 +0000 2018,"Best Nike Ad campaign ever 👌🏽👍🏽 😆🤣😂
—————————
#terrancehoward #nike #justdoit #mayne #empire #empirefox #luciouslyon #funnymemes #comedy #colinkaepernick… https://t.co/Jc3xhUqC1m"
