,name,time,tweet
293,Meme Therapist 🇿🇦,2023-05-29 14:56:19+00:00,"@paulwebz1 @nyetaagaba Do you have like nice cars like Volvo, mbw and Mercedes in Uganda?"
294,absolutely fibulous,2023-05-29 14:55:43+00:00,best car is volvo.  best chair is lawn.  best food is from can.  conform
295,Marshall Volvo,2023-05-29 14:55:11+00:00,"Did you know that our Used Cars^ come with a 14 Day Money Back Guarantee? 

✅ Reserve Online for £99 
✅ Test Drives… https://t.co/aLsuydVgS2"
296,Shooter,2023-05-29 14:54:42+00:00,@jaedsawyer @CoreyLewis86 @PETROSPECT_R Volvo had one too IIRC.
297,Jack,2023-05-29 14:46:10+00:00,@rtrains67 Thought that's a Volvo DB300 1.9 TDI with nitrous injection leaving the BMW dealership to Doncaster via Edinburgh
298,Project Cars,2023-05-29 14:45:16+00:00,"Ad - 1967 Volvo Amazon
On eBay here --&gt;&gt; https://t.co/XwNOTdOpo4 https://t.co/iea7KB7dj2"
299,Steviemac 🍋,2023-05-29 14:41:57+00:00,@EFCdaily_ @rowleydan @MailSport Fire up the Volvo
300,Lord Steven Knight @ STEVEN KNIGHT MEDIA (SKM),2023-05-29 14:38:41+00:00,"Fleet Update: Stagecoach Highlands
· Volvo B9R training vehicle 53617 has been reported by the company as transferr… https://t.co/MqZm3c9c5M"
301,Chris Union Jack,2023-05-29 14:37:57+00:00,"@VolvoCarUK xc40 diesel £375 per month 

Volvo xc40 recharge £640 per month. 

Same chassis, electric car has less… https://t.co/8Qqc9F2wX1"
302,Kumbi-M on Cars,2023-05-29 14:33:49+00:00,This is the Volvo C40 Recharge. Completely impressed by the Swede! (Think of it as a XC40 P8 coupe) Up to 444kms of… https://t.co/ja0YD0gisN
303,北の傍観　日ハム　江越ファン,2023-05-29 14:32:10+00:00,@Volvo_to_gohan (T . T)(T . T)(T . T)(T . T)(T . T)
304,Elizabeth K Chadwell,2023-05-29 14:29:50+00:00,@elonmusk as a Volvo hybrid owner I’d love to be able to charge my car when traveling. Have you thought about selli… https://t.co/9Xklr4h0qV
305,The James Bond Dossier 🍸,2023-05-29 14:29:34+00:00,"These aren’t the only cars Bond drives though. After rescuing Camille from General Medrano, Bond takes a battered 1… https://t.co/KGNwTsA7qd"
